name,singer,style
Broken Angel,Arash/Helena,怀旧
生生世世爱 - (电视剧《仙剑奇侠传三》片头曲),吴雨霏,怀旧
生日礼物,江涛,怀旧
天地都在我心中 - (张纪中版《射雕英雄传》主题曲),子曰秋野,怀旧
有没有一首歌会让你想起我,周传雄,怀旧
我好想你,潘广益,怀旧
合久必婚,李克勤/陈苑淇,怀旧
男人的好(2005版),张宇,怀旧
生来彷徨,汪峰,怀旧
窗外,李琛,怀旧
爱的城堡,曲锦楠,怀旧
我谁也不怪,Sweety,怀旧
三天三夜,张惠妹,怀旧
我最亲爱的,张惠妹,怀旧
只有对你有感觉 Ft.柚子（Cover：飞轮海 田馥甄）,杜若Dora,怀旧
纵横江湖,彝人制造,怀旧
情非得已 - (电视剧《流星花园》主题曲),庾澄庆,怀旧
存在 - (电视剧《北京青年》片尾曲),汪峰,怀旧
春天里,旭日阳刚,怀旧
Burning,Maria Arredondo,怀旧
Oops J'Aime Pas L'Anglais !,Gullia,怀旧
遇,ai.mini,怀旧
不要在我寂寞的时候说爱我 国内版,郑源,怀旧
一直在找一个人,冯玮君,怀旧
别在我离开之前离开,雷诺儿,怀旧
静静的 - (《深情密码》插曲),庾澄庆,怀旧
绝世 - (《水月洞天》电视剧主题曲),张克帆,怀旧
黏黏黏黏 - (电视剧《爱上查美乐》片尾曲),王心凌,怀旧
水月,于涛,怀旧
凡眼 - (电视剧《灵镜传奇》片尾曲),姚婷,怀旧
同一首歌,毛阿敏,怀旧
我最闪亮,许飞,怀旧
一个人想着一个人 - (电视剧《终极一班2》片尾曲),曾沛慈,怀旧
爱上你等于爱上错,张振宇,怀旧
迷魂计,183Club,怀旧
金色年华,Various Artists,怀旧
Cry On My Shoulder,Deutschland sucht den Superstar/Various Artists,怀旧
只要有你 - (电视剧《少年包青天》片尾曲),那英/孙楠,怀旧
无愧于心 - (电视剧《少年包青天》主题曲),孙楠,怀旧
TAKE ME HIGHER (TV Size),矢野立美,怀旧
幸福千万年 - (电视剧《银鼠》片尾曲),陈浩民/范冰冰,怀旧
下辈子做你的女人,龙梅子,怀旧
天下,张杰,怀旧
明天过后,张杰,怀旧
我们都一样,张杰,怀旧
最美的太阳,张杰,怀旧
天高地厚,信乐团,怀旧
因为爱情 - (电影《将爱情进行到底》主题曲),陈奕迅/王菲,怀旧
花开花落,李羿慧,怀旧
你的背包,陈奕迅,怀旧
奇迹再现 - (特摄《迪迦奥特曼》中文主题曲),毛毛,怀旧
永远的奥特曼 - (特摄《迪迦奥特曼》中文片尾曲),LINE,怀旧
朋友的酒,李晓杰,怀旧
Never Say Goodbye - (《我的女孩》插曲),Mario/朴素彬/고은주/송보람,怀旧
问,梁静茹,怀旧
서른 번쯤 - (第30次),KYO,怀旧
一个像夏天一个像秋天,范玮琪,怀旧
You and Me,Solid Base,怀旧
下一个天亮,郭静,怀旧
寓言,张韶涵,怀旧
父亲 - (电影《父亲》主题曲),筷子兄弟,怀旧
父亲,刘和刚,怀旧
Everybody,Ingrid Michaelson,怀旧
我是女生（合唱版）,主播真会玩,怀旧
勇敢的幸福,Sweety/阮经天/陈宇凡,怀旧
网络情缘,侃侃,怀旧
离别,阿杜,怀旧
分爱,易欣,怀旧
老婆最大,崔子格,怀旧
最后一次,十七岁女生,怀旧
少年,光良/曹格,怀旧
摩天轮,罗百吉/宝贝,怀旧
溜溜的情歌 现代拉丁舞曲版 - remix,凤凰传奇,怀旧
伤心城市,冷漠/云菲菲,怀旧
一起摇摆,汪峰,怀旧
唱得响亮(李宇春版),李宇春,怀旧
好春光 - (电视剧《春光灿烂猪八戒》主题曲),吴彤,怀旧
卷睫盼 - (电视剧《春光灿烂猪八戒》片尾曲),吴彤/陈琳,怀旧
千纸鹤 - (台视《贵客临门》主题曲),邰正宵,怀旧
有你的快乐,王若琳,怀旧
爱上别人的人,符号,怀旧
像梦一样自由,汪峰,怀旧
放弃爱你（Cover ）,CatMeoWang,怀旧
绿旋风,凤凰传奇,怀旧
不能说的秘密,周杰伦,怀旧
张三的歌,蔡琴,怀旧
童年,罗大佑,怀旧
友情出演,徐良,怀旧
但愿少爱你一点 - (《女娲传说之灵珠》片尾曲),安旭,怀旧
Golden Sky,Smile. DK,怀旧
最爱的人伤我最深,张惠妹/张雨生,怀旧
爱在人间 - (电视剧《白蛇传》主题曲),满文军,怀旧
只有你最好,李殊,怀旧
稳稳的幸福 - (电影《越来越好之村晚》主题曲),陈奕迅,怀旧
红颜 - (电视剧《荆轲刺秦》片尾主题曲),胡彦斌,怀旧
是非题,范玮琪,怀旧
等你爱我 - (电视剧《将爱情进行到底》主题曲),陈明,怀旧
全城热恋,BOBO/张禹凌,怀旧
柏拉图的爱情,蝴蝶组合,怀旧
Good Time,Owl City/Carly Rae Jepsen,怀旧
Whistle,Flo Rida,怀旧
回来我的爱(网络版),阳一,怀旧
爱到死心塌地 - (《八大豪侠》片尾曲),董璇,怀旧
我是贝克汉姆,无级生,怀旧
双侠 - (电视连续剧《陆小凤》主题曲),无级生,怀旧
闹够了没有,赖伟锋,怀旧
仰望,杨丞琳,怀旧
香水百合,张韶涵,怀旧
你的第一 - (《天下第一》电视剧主题曲),霍建华,怀旧
你不像她,南拳妈妈,怀旧
花无雪,泳儿,怀旧
如果云知道,许茹芸,怀旧
爱情转移(国) - (电影《爱情呼叫转移》主题曲),陈奕迅,怀旧
归,龙井说唱/龙井说唱 孙旭,怀旧
离线留言,陈嘉唯,怀旧
一千零一夜,蜜雪薇琪,怀旧
天外有情,梦飞船,怀旧
大喜宙,花儿乐队,怀旧
Barbie Girl,Aqua,怀旧
Stay Here Forever,Jewel,怀旧
分开以后,唐禹哲,怀旧
风雨彩虹铿锵玫瑰,田震,怀旧
下一页的我,王心凌,怀旧
追梦人,阿木,怀旧
Andy,阿杜,怀旧
无赖,郑中基,怀旧
笑傲江湖 - (电视剧《笑傲江湖》主题曲),刘欢/王菲,怀旧
我又初恋了,五月天,怀旧
永远永远 - (电视剧《风云之雄霸天下》片尾曲),李翊君,怀旧
新年好,中国娃娃,怀旧
心爱 - (《倚天屠龙记》片头主题曲),金学峰,怀旧
One Love,淑熙/嘉熙,怀旧
回到家乡,胡力,怀旧
征服,那英,怀旧
有时寂寞,陈慧琳,怀旧
不敢听情歌 ,赖伟锋,怀旧
你并不懂我,By2,怀旧
中国功夫,屠洪刚,怀旧
天仙子,罗晓音,怀旧
上海滩 - (电视剧《上海海滩》主题曲),叶丽仪,怀旧
Innocence,Avril Lavigne,怀旧
哑巴新娘,李羿慧,怀旧
Scarborough Fair,Sarah Brightman,怀旧
插曲,郑秀文,怀旧
甜蜜约定[A Date So Sweet] - (电视剧《爱情魔发师》插曲),183Club,怀旧
心要让你听见,邰正宵,怀旧
光芒(全新缩混版),凤凰传奇,怀旧
青春纪念册,可米小子,怀旧
相约一九九八,那英/王菲,怀旧
其实我介意,小雪/林汉洋,怀旧
Runaway,Groove Coverage,怀旧
On the Radio,Groove Coverage,怀旧
全是爱（Cover 凤凰传奇）,桃李不言_,怀旧
亲爱的，那不是爱情,张韶涵,怀旧
Love the Way You Lie (Clean),Eminem/Rihanna,怀旧
雨蝶 - (电视剧《两个天堂之还珠格格》片尾曲),李翊君,怀旧
我的心好冷,Sara,怀旧
动脉,飞轮海,怀旧
过河,潘长江/刘春梅,怀旧
大中国,高枫,怀旧
可不可以不勇敢,范玮琪,怀旧
让泪化作相思雨,南合文斗,怀旧
Apologize,OneRepublic,怀旧
我不想忘记你,郭静,怀旧
Magic  Melody,Befour,怀旧
感情线[Affective Line] [Cdb],183Club,怀旧
Bad Romance,Lady Gaga,怀旧
敖包相会,刀郎,怀旧
美丽的草原我的家,德德玛,怀旧
明知做戏,吴雨霏,怀旧
座右铭,吴雨霏,怀旧
热带雨林(live),S.H.E,怀旧
死而无憾 - (因爱而生),爱乐团王超,怀旧
快乐老家,陈明,怀旧
巴赫旧约,汪苏泷,怀旧
月光 - (动画《秦时明月》主题曲),胡彦斌Tiger Hu,怀旧
情动 - (《秦时明月》插曲),Cha Cha,怀旧
彩虹,乔楚熙,怀旧
家在东北,庞龙,怀旧
愚公移山,江涛,怀旧
Trouble Maker,Trouble Maker,怀旧
小手拉大手,梁静茹,怀旧
将军令,吴克群,怀旧
When You're Gone,Avril Lavigne,怀旧
单眼皮女生,中国娃娃,怀旧
黄种人,谢霆锋,怀旧
风度,汪苏泷,怀旧
蝶恋花,牛奶咖啡,怀旧
独家记忆,陈小春,怀旧
友情岁月,陈小春,怀旧
前所未见,陈慧琳,怀旧
撕夜,阿杜,怀旧
Loves Me Not,t.A.T.u.,怀旧
你的背包,莫艳琳,怀旧
DJ小可 - 蹦吧啦 Bo Ba La,First Blood,怀旧
不要再来伤害我,张振宇,怀旧
如果爱忘了 - (电视剧《爱情睡醒了》片尾曲),戚薇,怀旧
精忠报国 - (电视剧《三少爷的剑》片尾曲),屠洪刚,怀旧
飞雪,蝴蝶组合,怀旧
电话里的秘密,徐良,怀旧
小跳蛙,青蛙,怀旧
最心疼的人只有你,张振宇,怀旧
宁夏,梁静茹,怀旧
莫失莫忘,麦振鸿,怀旧
还泪,林鹏,怀旧
爱不爱我,零点乐队,怀旧
恭喜发财,中国娃娃,怀旧
我的回忆不是我的,泳儿/海鸣威,怀旧
爱的华尔兹,郑爽,怀旧
笔记,周笔畅,怀旧
Lonely,Nana,怀旧
爱似水仙,金海心,怀旧
策马奔腾 桑巴舞曲版 - remix,凤凰传奇,怀旧
Take My Hand (Freddy@Disco Mix),DJ KAJJIN,怀旧
晴天,周杰伦,怀旧
好心分手 - (DUET WITH 王力宏),卢巧音/王力宏,怀旧
淡淡的歌,许飞,怀旧
左半边翅膀,许飞,怀旧
夏天的味道,许飞,怀旧
把耳朵叫醒,金海心,怀旧
疯狂爱爱爱,慕容晓晓/办桌二人组,怀旧
富士山下,陈奕迅,怀旧
当 - (《两个天堂之还珠格格》片头曲),动力火车,怀旧
我是真的真的很爱妳,言承旭,怀旧
怎么会狠心伤害我,群星,怀旧
后会无期,徐良/汪苏泷,怀旧
倾国倾城,阿宝/熊汝霖,怀旧
让我为你唱首歌,张翰/朱梓骁/魏晨/俞灏明,怀旧
星空物语,张翰/朱梓骁/魏晨/俞灏明,怀旧
我要的飞翔,许飞,怀旧
如果这样能使你快乐,许飞,怀旧
大声唱 全新缩混版,凤凰传奇,怀旧
Walking In the Sun (Defrix Remix),Defrix,怀旧
狮子座,曾轶可,怀旧
太早,刘允乐,怀旧
回忆的沙漏 (国),G.E.M.邓紫棋,怀旧
拾忆,张翰,怀旧
自由自在 - (电视剧《十三格格》片尾曲),蝴蝶组合,怀旧
Far Away From Home,Groove Coverage,怀旧
你是我心内的一首歌,Selina/王力宏,怀旧
As Long as You Love Me,Backstreet Boys,怀旧
夜夜夜夜,齐秦,怀旧
梦的光点 - (动画片《神兵小将》主题曲),王心凌,怀旧
和你一样,李宇春,怀旧
Daddy DJ - Crazy Frog Video Mix,Crazy Frog,怀旧
放弃,星弟,怀旧
你在看孤独的风景,本兮,怀旧
西厢,后弦,怀旧
发财发福中国年,中国娃娃,怀旧
宝贝 (in a day),张悬,怀旧
爱到万年 - (电视剧《女娲传说之灵珠》主题曲),刘庭羽/蒲巴甲,怀旧
思念,郑秀文,怀旧
等爱的玫瑰,李晓,怀旧
爱的双重魔力 - (电视剧《未婚妻》插曲),By2,怀旧
理想对象,王艺翔,怀旧
Time goes by(Orchestra Version),Every Little Thing,怀旧
借口,周杰伦,怀旧
一起来,蝴蝶组合,怀旧
藏龙卧虎,屠洪刚,怀旧
绿光,孙燕姿,怀旧
下雨天,南拳妈妈,怀旧
雪 - (第三季插曲),杜婧荧/王艺翔,怀旧
Firefly,A*Teens,怀旧
你快回来 - (电视剧《永不瞑目》片尾曲),孙楠,怀旧
"I'm Folle de Toi - In-Grid, Banks, C. - (嘟啊嘟)",In-Grid,怀旧
要嫁就嫁灰太狼,周艳泓,怀旧
赤裸裸的离开,龙梅子,怀旧
够爱,东城卫/谢和弦,怀旧
爱的勇气,赖雅妍,怀旧
Here We Are Again - (《喜剧之王》电影插曲),Various Artists,怀旧
花又开好了,S.H.E,怀旧
我要找到你,陈明,怀旧
飞得更高,汪峰,怀旧
最心疼的玩笑,伍华/默默,怀旧
Batte forte (subside extended rmx),Lollipop,怀旧
烟雨唱扬州 - (电视剧《上错花轿嫁对郎》片尾曲),李殊,怀旧
偷偷的哭,陈玉建,怀旧
不浪漫罪名,王杰,怀旧
非你莫属,Tank,怀旧
蝴蝶吟,蝴蝶组合,怀旧
爱上张无忌 - (2003年版《倚天屠龙记》片尾曲),毛阿敏,怀旧
你若成风,许嵩,怀旧
逆光,孙燕姿,怀旧
倾国倾城,东来东往,怀旧
何必在一起,张杰,怀旧
山丹丹花开红艳艳,阿宝,怀旧
改变自己,王力宏,怀旧
男人女人,许茹芸/阿穆隆,怀旧
再见北极雪,周传雄/陈慧琳,怀旧
我要飞,F.I.R.,怀旧
七友,梁汉文,怀旧
对摺,元若蓝,怀旧
半情歌 - (《命中注定我爱你》插曲),元若蓝,怀旧
Moonlight Shadow,Groove Coverage,怀旧
有点甜,汪苏泷/By2,怀旧
泪光闪烁,F.I.R.,怀旧
母亲,阎维文,怀旧
难道是我上辈子欠了你的,郑源,怀旧
在我心里有个你,雷龙/陈美惠,怀旧
男人就是累,陈玉建,怀旧
亲爱的你怎么不在我身边,江美琪,怀旧
雨樱花,F.I.R.,怀旧
상어를 사랑한 인어 - (爱上鲨鱼的人鱼),赵冠宇,怀旧
The Day You Went Away,M2M,怀旧
你还欠我一个拥抱,后弦/Sara,怀旧
红尘情歌,高安/黑鸭子,怀旧
迷茫的爱,郭玲,怀旧
恭喜恭喜,中国娃娃,怀旧
DOAR CU TINE,Activ,怀旧
梦一场 - (电视剧《新闻小姐》插曲),那英,怀旧
专属天使 - (电视剧《花样少年少女》片尾曲),Tank,怀旧
浏阳河2008,周笔畅,怀旧
我一定要得到你 - (电影《老男孩》插曲),筷子兄弟,怀旧
雪见—仙凡之旅,麦振鸿,怀旧
大火,李佳薇,怀旧
大笑江湖 - (电影《大笑江湖》主题曲),小沈阳,怀旧
你懂得 - (电视剧《后厨》片尾曲),小沈阳/沈春阳,怀旧
The Glorious Death - (《千机变》插曲),冯曦妤,怀旧
我还想她,林俊杰,怀旧
我唔识拍拖,杨斌,怀旧
黑色契约 - (电视剧《第8号当铺》主题曲),杜德伟,怀旧
爱的无可救药,李小璐,怀旧
爱X无限大,元若蓝,怀旧
心悸,刘亦菲,怀旧
She,Groove Coverage,怀旧
手放开,李圣杰,怀旧
初恋粉色系,南拳妈妈,怀旧
只欠秋天,马天宇,怀旧
Ein kleines Lied (Around The World),Candee!,怀旧
和平分手,徐良,怀旧
错过了缘分错过你,冷漠,怀旧
Be What You Wanna Be - (Be What You Wanna Be),Darin,怀旧
夏天的风,温岚,怀旧
谢谢你的爱1999,谢霆锋,怀旧
第三者的第三者,弦子,怀旧
悲曲,高进,怀旧
动了情伤了心,长春虫子,怀旧
坐上火车去拉萨,徐千雅,怀旧
小三续集,冷漠,怀旧
慢慢懂,汪苏泷,怀旧
我们的歌,王力宏,怀旧
爱在离别时,永邦,怀旧
附送折磨,林距离,怀旧
红装,徐良,怀旧
爱情诺曼底（cover：黄征）,弦棠,怀旧
错错错,六哲/陈娟儿,怀旧
错过的情人,石梅,怀旧
无颜女,徐良,怀旧
归鸟,窦老三,怀旧
心中的日月,王力宏,怀旧
爱 因为在心中,王力宏/歌迷,怀旧
A Little Love,冯曦妤,怀旧
爱如空气 - (电视剧《幸福像花儿一样》主题曲),孙俪,怀旧
大哥,柯受良,怀旧
Moves Like Jagger,Maroon 5,怀旧
结果咧,大嘴巴,怀旧
魅力无限,孙悦,怀旧
在他乡,水木年华,怀旧
再见 小时候,南拳妈妈,怀旧
一个人的冬天,陈楚生,怀旧
那些年 - (电影《那些年，我们一起追的女孩》主题曲),胡夏,怀旧
过眼云烟,光光,怀旧
真爱你的云,黄国俊,怀旧
三国杀,汪苏泷,怀旧
十一年,邱永传,怀旧
橘子汽水,南拳妈妈,怀旧
啵一个,花儿乐队,怀旧
雨天,孙燕姿,怀旧
藕断丝连,陈瑞,怀旧
闯码头,大哲,怀旧
带我离开,By2,怀旧
Apologize,Timbaland,怀旧
我从草原来(全新缩混版),凤凰传奇,怀旧
兰花指,阿里郎,怀旧
错爱,阿里郎,怀旧
忘记你太难,阿里郎,怀旧
我在那一角落患过伤风 - (步步高音乐手机广告曲),冯曦妤,怀旧
小情歌,苏打绿,怀旧
海阔天空,信乐团,怀旧
蓝眼泪 - (电视剧《女人汤》片尾曲),陈冠蒲,怀旧
因为爱所以爱,谢霆锋,怀旧
一天成永远 - (电视剧《策马啸西风》片尾曲),景岗山/艾雨,怀旧
光芒 全新缩混版,凤凰传奇,怀旧
Pretty Boy,M2M,怀旧
回心转意,黑龙,怀旧
新回心转意(伴奏) - instrumental,黑龙,怀旧
月亮之上 自由飞翔 雷鬼舞曲版 - remix,凤凰传奇,怀旧
当爱还没说出口,宇桐非,怀旧
Poker Face,Lady Gaga,怀旧
如果这都不算爱,张学友,怀旧
单人旅途,许嵩,怀旧
反转地球,潘玮柏,怀旧
依然爱你,王力宏,怀旧
香烟爱上火柴,张政,怀旧
苦笑,汪苏泷,怀旧
我爱你胜过你爱我,冷漠,怀旧
多情的人总被无情的伤,六哲,怀旧
幸运儿,冯曦妤,怀旧
爱情专属权,龙梅子/Mc老猫,怀旧
我的全部 - (电视剧《宝莲灯》片尾曲),庞龙,怀旧
不灭的心 - (宝莲灯片头曲),孙楠,怀旧
有钱没钱回家过年,龙梅子,怀旧
画心 - (电影《画皮》主题曲),张靓颖,怀旧
不弃不离,丁于,怀旧
醉红颜,安琥,怀旧
Proud Of You,冯曦妤,怀旧
如果爱，就深爱,韩信,怀旧
只要为你活一天,黄圣依,怀旧
心墙,郭静,怀旧
처음 그 자리에 - (最初的位置),李宝蓝,怀旧
下个，路口，见,李宇春,怀旧
双人舞,潘玮柏,怀旧
Yeah!,Usher/Lil Jon/Ludacris,怀旧
我的爱情不见了,龙梅子/蓝雨,怀旧
心在跳情在烧,谢军,怀旧
他和她,蔡淳佳,怀旧
没有你的日子我真的好孤单,韩晶,怀旧
眼泪成诗,孙燕姿,怀旧
爱琴海,群星,怀旧
谢谢你给的温柔,宇桐非,怀旧
운명 - (命运),Why,怀旧
犯错,斯琴高丽/顾峰,怀旧
新窝(Full Version),飞轮海,怀旧
曾经最美 - (《水晶之恋》插曲),朱铭捷,怀旧
谁动了我的琴弦,周笔畅,怀旧
曲终人散,张宇,怀旧
春天的味道,ai.mini,怀旧
不想让你哭,王强,怀旧
遇上你是我的缘 ,阿鲁阿卓,怀旧
有一个姑娘 - (中视《还珠格格2》片尾曲),赵薇,怀旧
坚持到底,阿杜,怀旧
玩酷,潘玮柏,怀旧
折子戏,黄阅,怀旧
爱很美,Sara/刘佳,怀旧
不是真的爱我,孙燕姿,怀旧
卜卦 - (原唱：淑熙《라라라》),崔子格,怀旧
欧若拉,张韶涵,怀旧
自从有了你 - (中视《还珠格格2》片头曲),赵薇,怀旧
庐州月,许嵩,怀旧
漂亮的姑娘就要嫁人了,龙梅子/Mc老猫,怀旧
美人鱼,林俊杰,怀旧
泪的告白(网络版),V.A.,怀旧
柒月,石头剪子布,怀旧
不能失去你,陈娟儿,怀旧
吉祥三宝,布仁巴雅尔/乌日娜/英格玛,怀旧
我和你 - (2008年北京奥运会开幕式主题曲),刘欢/Sarah Brightman,怀旧
幸福恋人,郑源/沈丹丹,怀旧
爱一个人好难,苏永康,怀旧
墨尔本的翡翠,林颐,怀旧
爱情错觉,王娅,怀旧
再见---警察 - (电影《无间道》插曲),冯曦妤,怀旧
月牙湾,F.I.R.,怀旧
披着羊皮的狼,郑源,怀旧
难道爱一个人有错吗,郑源,怀旧
赔偿,钟汶,怀旧
就微笑了,张栋梁,怀旧
12345678,冯玮君,怀旧
缓慢,林晓培,怀旧
无法原谅 - (《回家的诱惑》电视剧主题曲),李佳璐,怀旧
直到永远,汪峰,怀旧
All Rise,Blue,怀旧
彩虹的微笑 - (《微笑Pasta》插曲),王心凌,怀旧
下沙,游鸿明,怀旧
拉拉爱,邵雨涵,怀旧
就是爱你,陶喆,怀旧
豆浆油条,林俊杰,怀旧
最后一次的温柔,蓝雨,怀旧
不会分离,光良,怀旧
占有 - (电视剧《东方茱莉叶》插曲),飞轮海,怀旧
